Tokens,Tags,__index_level_0__,input_ids,word_ids,attention_masks,labels
['তবে' 'আশা' 'করছি' 'সবাই' 'ভালো' 'আছে' '।”'],['O' 'O' 'O' 'O' 'O' 'O' 'O'],474,"[     101  2104320 13664352  2134528 13664264 13664392  3673344 13664392
  2097472 13664352  7378944 13664352  2641152 13664520  3152896 13664352
  2134528 13664392 13664520  2150912 13664392  7642112 13664360 13664392
  2641152 13664264      102]","[nan  0.  0.  0.  0.  1.  1.  1.  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.
  3.  4.  4.  4.  4.  5.  5.  5. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0 -100]"
"['নিজেদের' 'প্রথম' 'খেলায়' 'রোববার' 'কেনিয়াকে' '১০' 'উইকেটে' 'হারায়'
 'নিউজিল্যান্ড' '।']",['O' 'O' 'O' 'O' 'B-NAM' 'O' 'O' 'O' 'B-NAM' 'O'],475,"[     101  6462464 13664520  2657536 13664264  2137088 13664264  7378944
  2101760  7378944 13664352  2120704 13664352  6459904 13664352  2113856
 13664264  7642112 13664392  5275656  7378944 13664360  2134528  2134528
 13664392  7378944  2097472 13664264  6462464 13664520  5275656 13664392
  2097472 13664264 13665128 13664520  2097472 13664264  2103296 13664264
  7340032 13664392  7378944 13664392  5275656  6462464 13664520 13665128
  2657536 13664520  7642112  2660352 13664392  6462464  2136064 13664352
      102]","[nan  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.
  2.  2.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  4.  4.  6.  6.
  6.  6.  6.  6.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.  8.  8.  8.
  8.  8. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0   11   11
   11   11   11   11   11   11    0    0    0    0    0    0    0    0
    0    0    0   11   11   11   11   11   11   11   11   11   11   11
 -100]"
"['বিশ্বাসের' 'ভাইরাসের' 'আক্রমণে' 'কাঁপলো' 'বেলজিয়াম' ',' 'জবাই' 'হলো'
 'বাংলাদেশের' 'মুক্তিযোদ্ধা']",['O' 'O' 'O' 'O' 'B-NAM' 'O' 'O' 'O' 'B-NAM' 'O'],476,"[     101  2134528 13664520  3673344  2134528 13664392  3152896 13664264
  7378944  2150912 13664392 13664520  7378944 13664392  3152896 13664264
  7378944 13664392  2097472  7378944 13664352  6459904 13664352  6461440
 13664264  2097472 13795424  2101760 13664352  7642112 13664360  2134528
 13664264  7642112  2657536 13664520  5275656 13664392  6459904  2657536
 13664352  2134528 13664392 13664520  7340032 13664352  7642112 13664360
  2134528 13664392  6455616  7642112 13664392  2137088 13664264  3673344
 13664264  7378944  6459904 13665128  2097472  2104320 13664520  2660352
 13664360  2137088  2153472 13664392      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  2.
  2.  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.
  4.  4.  4.  6.  6.  6.  6.  6.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.
  8.  8.  8.  8.  9.  9.  9.  9.  9.  9.  9.  9.  9.  9. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0   11   11   11   11   11   11   11   11    0    0    0
    0    0    0    0    0    0   11   11   11   11   11   11   11   11
   11   11    0    0    0    0    0    0    0    0    0    0 -100]"
"['বিশ্বাসের' 'ভাইরাসে' 'আক্রান্ত' 'হলো' 'বেলজিয়ামের' 'রাজধানী' 'ব্রাসেলস'
 '।']",['O' 'O' 'O' 'O' 'B-NOM' 'I-NOM' 'B-NAM' 'O'],477,"[     101  2134528 13664520  3673344  2134528 13664392  3152896 13664264
  7378944  2150912 13664392 13664520  7378944 13664392  3152896 13664264
 13664392  2097472  7378944 13664392  6462464  2104320 13664352  7340032
 13664352  7642112 13664360  2134528 13664264  7642112  2657536 13664520
  5275656 13664392  6459904 13664264  7378944  7378944 13664392  2657536
  2153472 13664392  6462464 13664520  2134528  7378944 13664392  3152896
 13664264  7642112 13664352  3152896 13664352      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  2.  2.
  2.  2.  2.  2.  2.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  6.  6. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0   13
   13   13   13   13   13   13   13   13   13   14   14   14   14   14
   14   14   11   11   11   11   11   11   11   11   11 -100]"
"['মঙ্গলবার' 'সকালে' 'ইসলামি' 'সন্ত্রাসী' 'সংগঠন' '‘' 'ইসলামিক' 'স্টেট' '’'
 'সাধারণ' 'মানুষের' 'উপর' 'আত্মঘাতি' 'বোমা' 'হামলা' 'চালায়' 'ভাইরাসে'
 'আক্রান্ত' 'সন্ত্রাসীদের' 'দিয়ে' '।']","['O' 'O' 'O' 'O' 'O' 'O' 'B-NAM' 'I-NAM' 'O' 'B-NOM' 'I-NOM' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'B-NOM' 'O' 'O']",478,"[     101  6459904 13664352  6455616  2130240 13664352  7642112 13664352
  2134528 13664392  7378944  3152896 13664352  2097472 13664392  7642112
 13664264 13664520  3152896  7642112 13664392  6459904 13664520  3152896
 13664352  6462464  2104320  7378944 13664392  3152896 13664520  3152896
 13664352  6455616  2130240 13664352  2119680 13664352  6462464 13664352
 13664520  3152896  7642112 13664392  6459904 13664520  2097472  3152896
  2103296 13664264  2103296  3152896 13664392  2153472 13664392  7378944
 13664352  6461440 13664352  6459904 13664392  6462464 13665128  3147776
 13664264  7378944 13665128  2101760 13664352  7378944 13664352 13664392
  2104320  6459904 13680736  2146624 13664392  2104320 13664520  2134528
 13664360  6459904 13664392  7340032 13664392  6459904  7642112 13664392
  2624768 13664392  7642112 13664392  5275656  2150912 13664392 13664520
  7378944 13664392  3152896 13664264 13664392  2097472  7378944 13664392
  6462464  2104320 13664352  3152896 13664352  6462464  2104320  7378944
 13664392  3152896 13664520  2137088 13664264  7378944  2137088 13664520
  5275656 13664264      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.
  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  6.  6.  6.  6.  6.  6.  6.  7.  7.  7.  7.  9.  9.  9.
  9.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 10. 11. 11. 11. 11. 11. 12.
 12. 12. 12. 12. 12. 12. 12. 13. 13. 13. 13. 14. 14. 14. 14. 14. 15. 15.
 15. 15. 15. 16. 16. 16. 16. 16. 16. 16. 17. 17. 17. 17. 17. 17. 17. 18.
 18. 18. 18. 18. 18. 18. 18. 18. 18. 18. 19. 19. 19. 19. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0   11   11
   11   11   11   11   11   12   12   12   12   13   13   13   13   13
   13   13   13   14   14   14   14   14   14   14    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0   13   13   13   13   13
   13   13   13   13   13   13    0    0    0    0 -100]"
"['ব্রাসেলসের' 'জাভেনতাম' 'বিমানবন্দনে' 'হামলায়' '১৪' 'জন' 'ও' 'মিলবেক'
 'মেট্রো' 'স্টেশনের' 'হামলায়' 'প্রাণ' 'হারিয়েছেন' '২০' 'জন' '।']","['B-NAM' 'B-NAM' 'I-NAM' 'O' 'B-NOM' 'I-NOM' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-NOM' 'I-NOM' 'O']",479,"[     101  2134528  7378944 13664392  3152896 13664264  7642112  3152896
 13664264  7378944  2657536 13664392  2150912 13664264  6462464  2104320
 13664392  6459904  2134528 13664520  6459904 13664392  6462464 13664352
  2134528 13664352  6462464  2137088 13664352  6462464 13664264  7340032
 13664392  6459904  7642112 13664392  5275656  2657536 13664352  6462464
 13664352 13664360  6459904 13664520  7642112  2134528 13664264  2097472
  6459904 13664264  2103296  7378944 13664360  3152896  2103296 13664264
  3673344  6462464 13664264  7378944  7340032 13664392  6459904  7642112
 13664392  5275656  2101760  7378944 13664392  6461440  7340032 13664392
  7378944 13664520  5275656 13664264  2641152 13664264  6462464  2657536
 13664352  6462464 13664352      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.
  2.  2.  2.  2.  2.  2.  2.  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.
  3.  5.  5.  5.  5.  6.  7.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  9.
  9.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 11. 11. 11. 11. 12. 12.
 12. 12. 12. 12. 12. 12. 12. 14. 14. 14. 14. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1]","[-100   11   11   11   11   11   11   11   11   11   11   11   11   11
   11   11   11   11   12   12   12   12   12   12   12   12   12   12
   12   12   12    0    0    0    0    0    0   14   14   14   14    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0   14   14   14   14 -100]"
['আহত' 'হয়েছেন' '২০০' 'জনের' 'অধিক' 'মানুষ' '।'],['O' 'O' 'B-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'O'],480,"[     101 13664392  7340032 13664352  2104320 13664352  7340032  5275656
 13664264  2641152 13664264  6462464  2657536 13664352  6462464 13664264
  7378944 13664360  2153472 13664520  2097472  6459904 13664392  6462464
 13665128  3147776      102]","[nan  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  3.  3.  3.  3.  3.  4.
  4.  4.  4.  5.  5.  5.  5.  5. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0   14   14
   14   14   14   14   14   14   14   14   14   14   14   14 -100]"
"['ব্রাসেলস' 'বিমানবন্দরের' 'বোমা' 'হামলায়' 'বিধ্বস্ত' 'বহির্গমন' 'লাউঞ্জ'
 ',' 'ছবিসূত্র' 'ইন্টারনেট']",['B-NAM' 'I-NAM' 'O' 'O' 'O' 'B-NOM' 'I-NOM' 'O' 'O' 'O'],481,"[     101  2134528  7378944 13664392  3152896 13664264  7642112 13664352
  3152896 13664352  2134528 13664520  6459904 13664392  6462464 13664352
  2134528 13664352  6462464  2137088 13664352  7378944 13664264  7378944
  2134528 13664360  6459904 13664392  7340032 13664392  6459904  7642112
 13664392  5275656  2134528 13664520  2153472  2134528 13664352  3152896
  2104320 13664352  2134528 13664352  7340032 13664520  7378944  2130240
 13664352  6459904 13664352  6462464 13664352  7642112 13664392 13665128
  6461440  2657536 13664352  2641152 13664352  2134528 13664520  3152896
 13665128  2104320  7378944 13664352 13664520  6462464  2103296 13664392
  7378944  6462464 13664264  2103296      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  4.  4.
  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  6.
  6.  6.  6.  6.  6.  8.  8.  8.  8.  8.  8.  8.  8.  8.  9.  9.  9.  9.
  9.  9.  9.  9. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]","[-100   11   11   11   11   11   11   11   11   11   12   12   12   12
   12   12   12   12   12   12   12   12   12   12    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
   13   13   13   13   13   13   13   13   13   13   13   14   14   14
   14   14   14    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0 -100]"
"['আত্মঘাতি' 'হামলাকারী' 'সন্দেহভাজনদের' 'ছবি' ',' 'ছবিসূত্র' 'ইন্টারনেট']",['O' 'O' 'O' 'O' 'O' 'O' 'O'],482,"[     101 13664392  2104320  6459904 13680736  2146624 13664392  2104320
 13664520  7340032 13664392  6459904  7642112 13664392  2097472 13664392
  7378944 13664520  3152896 13664352  6462464  2137088 13664264  7340032
 13664352  2150912 13664392  2657536 13664352  6462464 13664352  2137088
 13664264  7378944  2641152 13664352  2134528 13664520  2641152 13664352
  2134528 13664520  3152896 13665128  2104320  7378944 13664352 13664520
  6462464  2103296 13664392  7378944  6462464 13664264  2103296      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  2.  2.  2.  2.  2.  2.  2.  2.  2.  2.  2.  2.  2.  2.  2.  2.  3.  3.
  3.  3.  5.  5.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.
  6. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0 -100]"
"['বেলজিয়ামের' 'প্রধানমন্ত্রী' 'চালর্স' 'মিশেল' 'এই' 'হামলাকে' 'অন্ধ' ','
 'নৃশংস' 'বর্ণনা' 'করে' 'আজকের' 'দিনকে' 'কালো' 'দিন' 'বলে' 'আখ্যা' 'দিয়ে'
 'বেলজিয়ামের' 'মানুষদের' 'শান্ত' 'এবং' 'ধৈর্য' 'ধরার' 'জন্য' 'আহবান'
 'জানান' '।']","['B-NOM' 'I-NOM' 'B-NAM' 'I-NAM' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'B-NOM' 'I-NOM' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",483,"[     101  2134528 13664264  7642112  2657536 13664520  5275656 13664392
  6459904 13664264  7378944  2101760  7378944 13664352  2153472 13664392
  6462464 13664352  6459904 13664352  6462464  2104320  7378944 13664520
  2624768 13664392  7642112 13664352  7378944  3152896 13664352  6459904
 13664520  3673344 13664264  7642112 13664264 13664520  7340032 13664392
  6459904  7642112 13664392  2097472 13664264 13664360  6462464  2153472
 13664352  6462464  7374848 13664520  3673344 13664352  6455616  3152896
 13664352  2134528 13664352  7378944  6461440 13664352  6462464 13664392
  2097472 13664352  7378944 13664264 13664392  2657536  2097472 13664264
  7378944  2137088 13664520  6462464  2097472 13664264  2097472 13664392
  7642112 13664360  2137088 13664520  6462464  2134528 13664352  7642112
 13664264 13664392  2113856  2660352 13664392  2137088 13664520  5275656
 13664264  2134528 13664264  7642112  2657536 13664520  5275656 13664392
  6459904 13664264  7378944  6459904 13664392  6462464 13665128  3147776
  2137088 13664264  7378944  3673344 13664392  6462464  2104320 13664352
 13664264  2134528 13664352  6455616  2153472 13664360  5275904  7378944
  2660352 13664352  2153472 13664352  7378944 13664392  7378944  2657536
 13664352  6462464  2660352 13664352 13664392  7340032 13664352  2134528
 13664392  6462464  2657536 13664392  6462464 13664392  6462464      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.
  4.  4.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  8.  8.  8.  8.  8.
  8.  8.  8.  9.  9.  9.  9.  9.  9.  9. 10. 10. 10. 10. 11. 11. 11. 11.
 11. 12. 12. 12. 12. 12. 13. 13. 13. 13. 14. 14. 14. 15. 15. 15. 15. 16.
 16. 16. 16. 17. 17. 17. 17. 18. 18. 18. 18. 18. 18. 18. 18. 18. 18. 19.
 19. 19. 19. 19. 19. 19. 19. 20. 20. 20. 20. 20. 21. 21. 21. 21. 22. 22.
 22. 22. 22. 22. 23. 23. 23. 23. 23. 24. 24. 24. 24. 24. 25. 25. 25. 25.
 25. 25. 26. 26. 26. 26. 26. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1]","[-100   13   13   13   13   13   13   13   13   13   13   14   14   14
   14   14   14   14   14   14   14   14   14   14   11   11   11   11
   11   11   11   12   12   12   12   12    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0   13
   13   13   13   13   13   13   13   13   13   14   14   14   14   14
   14   14   14    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0 -100]"
['নিউজ'],['O'],484,[     101  6462464 13664520 13665128  2657536      102],[nan  0.  0.  0.  0. nan],[1 1 1 1 1 1],[-100    0    0    0    0 -100]
['ব্রাসেলস' 'হামলার' 'টুইটার' 'ফিড'],['B-NAM' 'O' 'O' 'O'],485,"[     101  2134528  7378944 13664392  3152896 13664264  7642112 13664352
  3152896 13664352  7340032 13664392  6459904  7642112 13664392  7378944
  2103296 13665128 13664520  2103296 13664392  7378944  3150336 13664520
  2136064      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.
  2.  2.  2.  2.  3.  3.  3. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100   11   11   11   11   11   11   11   11   11    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0 -100]"
['#Bruessels' 'Tweets'],['B-NAM' 'O'],486,"[     101  2134528  7378944 13665128 13664264  3151872  3151872 13664264
  7641088  3151872  2103296  5276512 13664264 13664264  2103296  3151872
      102]",[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1. nan],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100   11   11   11   11   11   11   11   11   11    0    0    0    0
    0    0 -100]"
['জবাই' 'হলো' 'বাংলাদেশের' 'মুক্তিযোদ্ধা'],['O' 'O' 'B-NOM' 'I-NOM'],487,"[     101  2657536 13664352  2134528 13664392 13664520  7340032 13664352
  7642112 13664360  2134528 13664392  6455616  7642112 13664392  2137088
 13664264  3673344 13664264  7378944  6459904 13665128  2097472  2104320
 13664520  2660352 13664360  2137088  2153472 13664392      102]","[nan  0.  0.  0.  0.  0.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.  2.
  2.  2.  3.  3.  3.  3.  3.  3.  3.  3.  3.  3. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0   13   13   13   13
   13   13   13   13   13   13   14   14   14   14   14   14   14   14
   14   14 -100]"
['মঙ্গলবার' 'সকালে' 'ইসলামী' 'ভাইরাসে' 'আক্রান্ত' 'বাংলাদেশও' '।'],['O' 'O' 'O' 'O' 'O' 'B-NAM' 'O'],488,"[     101  6459904 13664352  6455616  2130240 13664352  7642112 13664352
  2134528 13664392  7378944  3152896 13664352  2097472 13664392  7642112
 13664264 13664520  3152896  7642112 13664392  6459904 13664520  2150912
 13664392 13664520  7378944 13664392  3152896 13664264 13664392  2097472
  7378944 13664392  6462464  2104320 13664352  2134528 13664392  6455616
  7642112 13664392  2137088 13664264  3673344 13664360      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.
  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.
  4.  5.  5.  5.  5.  5.  5.  5.  5.  5. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0   11   11   11   11   11
   11   11   11   11 -100]"
"['কুড়িগ্রামে' 'নিজ' 'বাসার' 'সামনে' 'গলাকেটে' 'হত্যা' 'করা' 'হয়েছে'
 'খ্রিস্টান' 'ধর্মে' 'ধমান্তরিত' 'মুক্তিযোদ্ধা' 'হোসেন' 'আলীকে' '।']","['B-NAM' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-NOM' 'I-NOM' 'I-NOM' 'I-NOM'
 'B-NAM' 'I-NAM' 'O']",489,"[     101  2097472 13665128  7374848 13664520  2130240  7378944 13664392
  6459904 13664264  6462464 13664520  2657536  2134528 13664392  3152896
 13664392  7378944  3152896 13664392  6459904  6462464 13664264  2130240
 13664352  7642112 13664392  2097472 13664264  2103296 13664264  7340032
 13664352  2104320  2660352 13664392  2097472 13664352  7378944 13664392
  7340032  5275656 13664264  2641152 13664264  2113856  7378944 13664520
  3152896  2103296 13664392  6462464  2153472 13664352  7378944  6459904
 13664264  2153472 13664352  6459904 13664392  6462464  2104320 13664352
  7378944 13664520  2104320  6459904 13665128  2097472  2104320 13664520
  2660352 13664360  2137088  2153472 13664392  7340032 13664360  3152896
 13664264  6462464 13664392  7642112 13664520  2097472 13664264      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  2.  2.  2.  2.  2.
  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.
  6.  6.  6.  6.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.  8.  9.  9.
  9.  9.  9. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 11. 11. 11. 11. 11.
 11. 11. 11. 11. 11. 12. 12. 12. 12. 12. 13. 13. 13. 13. 13. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100   11   11   11   11   11   11   11   11   11    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0   13   13   13   13   13   13   13   14   14   14   14
   14   14   14   14   14   14   14   14   14   14   14   14   14   14
   14   14   14   14   14   14   14   11   11   11   11   11   12   12
   12   12   12 -100]"
