Tokens,Tags,__index_level_0__,input_ids,word_ids,attention_masks,labels
['операцію' '..'],['O' 'O'],10,"[     101 13664352  2101760 13664256  7378944 13664456  2627840 13664520
 13665128      102]",[nan  0.  0.  0.  0.  0.  0.  0.  0. nan],[1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    0    0 -100]
"['простіше' 'вручну' 'переписати' 'потрібні' 'номери' ',' 'а' 'решту'
 'зберегти' '""' 'на' 'всякий' 'випадок' '""' '-' 'програми' 'криво'
 'переносять' 'контактні' 'дані']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']",11,"[     101  2101760  7378944 13664352  3151872  2103552 13664520  3147776
 13664256  3248640  7378944 13665128  2623488  6461440 13665128  2101760
 13664256  7378944 13664256  2101760 13664512  3151872 13664456  2103296
 13664512  2101760 13664352  2103296  7379200 13664520  2134528  6461696
 13664520  6461440 13664352  6459904 13664256  7378944 13664512 13664456
  7378944 13664256  3147776  2103296 13665128  3184640  2134528 13664256
  7378944 13664256  7372800  2103296 13664512  6461440 13664456  3248640
  3152128 13664456  2097472 13664512  5275904  3248640 13664512  2101760
 13664456  2136064 13664352  2097472  2101760  7378944 13664352  7372800
  7378944 13664456  6459904 13664512  2097472  7378944 13664512  3248640
 13664352  2101760 13664256  7378944 13664256  6461440 13664352  3152128
 13664456  2103552  2097472 13664352  6461440  2103296 13664456  2097472
  2103296  6461696 13664520  2136064 13664456  6461696 13664520      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.  2.
  2.  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  3.  3.  4.  4.  4.
  4.  4.  4.  6.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.  8.  8. 10.
 10. 11. 11. 11. 11. 11. 11. 12. 12. 12. 12. 12. 12. 12. 15. 15. 15. 15.
 15. 15. 15. 15. 16. 16. 16. 16. 16. 17. 17. 17. 17. 17. 17. 17. 17. 17.
 18. 18. 18. 18. 18. 18. 18. 18. 18. 19. 19. 19. 19. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0 -100]"
"['найми' 'молодшого' 'брата' ',' 'щоб' 'посидів' 'пів' 'дня' 'і'
 'переписав' 'всі' 'контакти' ')))']",['O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],12,"[     101  6461440 13664456  5275904  6459904 13664512  6459904 13664352
  7641088 13664352  2136064  3147776 13664352  7372800 13664352  2134528
  7378944 13664456  2103296 13664456  3147776  2623488 13664352  2134528
  2101760 13664352  3151872 13664512  2136320 13664520  3248640  2101760
 13664520  3248640  2136064  6461696 13664456 13664520  2101760 13664256
  7378944 13664256  2101760 13664512  3151872 13664456  3248640  3248640
  3152128 13664520  2097472 13664352  6461440  2103296 13664456  2097472
  2103296 13664512      102]","[nan  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.
  2.  2.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.  7.  7.
  7.  8.  9.  9.  9.  9.  9.  9.  9.  9.  9. 10. 10. 10. 11. 11. 11. 11.
 11. 11. 11. 11. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    5    5    5    5    5    5    5    5
    5    6    6    6    6    6    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0 -100]"
"['Допис' 'від' 'Alpha_Draconis' 'простіше' 'вручну' 'переписати'
 'потрібні' 'номери' ',' 'а' 'решту' 'зберегти' '""' 'на' 'всякий'
 'випадок' '""' '-' 'програми' 'криво' 'переносять' 'контактні' 'дані']","['O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']",13,"[     101  2136064 13664352  2101760 13664512  3151872  3248640 13664520
  2136064 13664392  7641088  2101760  7340032 13664392  2136064  7378944
 13664392  2097408 13664360  6461440 13664520  3151872  2101760  7378944
 13664352  3151872  2103552 13664520  3147776 13664256  3248640  7378944
 13665128  2623488  6461440 13665128  2101760 13664256  7378944 13664256
  2101760 13664512  3151872 13664456  2103296 13664512  2101760 13664352
  2103296  7379200 13664520  2134528  6461696 13664520  6461440 13664352
  6459904 13664256  7378944 13664512 13664456  7378944 13664256  3147776
  2103296 13665128  3184640  2134528 13664256  7378944 13664256  7372800
  2103296 13664512  6461440 13664456  3248640  3152128 13664456  2097472
 13664512  5275904  3248640 13664512  2101760 13664456  2136064 13664352
  2097472  2101760  7378944 13664352  7372800  7378944 13664456  6459904
 13664512  2097472  7378944 13664512  3248640 13664352  2101760 13664256
  7378944 13664256  6461440 13664352  3152128 13664456  2103552  2097472
 13664352  6461440  2103296 13664456  2097472  2103296  6461696 13664520
  2136064 13664456  6461696 13664520      102]","[nan  0.  0.  0.  0.  0.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.  2.  2.
  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.
  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  6.
  7.  7.  7.  7.  7.  7.  9. 10. 10. 10. 10. 10. 11. 11. 11. 11. 11. 11.
 11. 11. 13. 13. 14. 14. 14. 14. 14. 14. 15. 15. 15. 15. 15. 15. 15. 18.
 18. 18. 18. 18. 18. 18. 18. 19. 19. 19. 19. 19. 20. 20. 20. 20. 20. 20.
 20. 20. 20. 21. 21. 21. 21. 21. 21. 21. 21. 21. 22. 22. 22. 22. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    5    5    5    5    5
    5    5    5    5    5    5    5    5    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0 -100]"
"['найми' 'молодшого' 'брата' ',' 'щоб' 'посидів' 'пів' 'дня' 'і'
 'переписав' 'всі' 'контакти' ')))']",['O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],14,"[     101  6461440 13664456  5275904  6459904 13664512  6459904 13664352
  7641088 13664352  2136064  3147776 13664352  7372800 13664352  2134528
  7378944 13664456  2103296 13664456  3147776  2623488 13664352  2134528
  2101760 13664352  3151872 13664512  2136320 13664520  3248640  2101760
 13664520  3248640  2136064  6461696 13664456 13664520  2101760 13664256
  7378944 13664256  2101760 13664512  3151872 13664456  3248640  3248640
  3152128 13664520  2097472 13664352  6461440  2103296 13664456  2097472
  2103296 13664512      102]","[nan  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.
  2.  2.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.  7.  7.
  7.  8.  9.  9.  9.  9.  9.  9.  9.  9.  9. 10. 10. 10. 11. 11. 11. 11.
 11. 11. 11. 11. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    5    5    5    5    5    5    5    5
    5    6    6    6    6    6    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0 -100]"
['розглядаю' 'як' 'варіант' '.'],['O' 'O' 'O' 'O'],15,"[     101  7378944 13664352  3184640  7372800  7641344 13664456  2136064
 13664456 13665128  5275904 13664456  2097472  3248640 13664456  7379200
 13664520 13664456  6461440  2103296      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  2.  2.  2.  2.  2.
  2.  2. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0 -100]"
"['Цитата' ':' 'Допис' 'від' 'Mr.Player' 'Цікавить' 'місце' ',' 'де'
 'можна' 'перегнати' 'контаки' '..']",['O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],16,"[     101  2627584 13664512  2103296 13664456  2103296 13664456  2136064
 13664352  2101760 13664512  3151872  3248640 13664520  2136064  6459904
  7378944  2101760  7641088 13664392 13665064 13664264  7378944  2627840
 13664520  2097472 13664456  3248640 13664512  2103552  6459904 13664520
  3151872  2627584 13664256  2136064 13664256  6459904 13664352  3180544
  6461440 13664456  2101760 13664256  7378944 13664256  7372800  6461440
 13664456  2103296 13664512  2097472 13664352  6461440  2103296 13664456
  2097472 13664512      102]","[nan  0.  0.  0.  0.  0.  0.  2.  2.  2.  2.  2.  3.  3.  3.  4.  4.  4.
  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  8.
  8.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 10. 10. 10. 11. 11. 11.
 11. 11. 11. 11. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    5    5    5    5    5    5    5    5    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0 -100]"
"['В' 'любому' 'зручному' 'для' 'тебе' 'місці' 'Сам' 'колись' 'був' 'від'
 'такоі' 'перспективи' 'в' 'мяко' 'кажучи' 'шоці,але' 'така' 'правда'
 'життя']","['O' 'O' 'O' 'O' 'B-PER' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",17,"[     101  3248640  7641344 13665128  2134528 13664352  6459904 13665128
  3184640  7378944 13665128  2623488  6461440 13664352  6459904 13665128
  2136064  7641344 13664456  2103296 13664256  2134528 13664256  6459904
 13664520  3151872  2627840 13664520  3151872 13664456  6459904  2097472
 13664352  7641088 13664512  3152128  2134528 13665128  3248640  3248640
 13664520  2136064  2103296 13664456  2097472 13664352 13664520  2101760
 13664256  7378944  3151872  2101760 13664256  2097472  2103296 13664512
  3248640 13664512  3248640  6459904 13664456  2097472 13664352  2097472
 13664456  3180544 13665128  2623488 13664512  3147776 13664352  2627840
 13664520 13664456  7641088 13664256  2103296 13664456  2097472 13664456
  2101760  7378944 13664456  3248640  2136064 13664456  3180544 13664512
  2103296  2103552 13664456      102]","[nan  0.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.  2.  3.  3.
  3.  4.  4.  4.  4.  5.  5.  5.  5.  5.  6.  6.  6.  7.  7.  7.  7.  7.
  8.  8.  8.  9.  9.  9. 10. 10. 10. 10. 10. 11. 11. 11. 11. 11. 11. 11.
 11. 11. 11. 11. 12. 13. 13. 13. 13. 14. 14. 14. 14. 14. 14. 15. 15. 15.
 15. 15. 15. 15. 16. 16. 16. 16. 17. 17. 17. 17. 17. 17. 18. 18. 18. 18.
 18. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    5    5    5    5    0    0    0    0    0
    5    5    5    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0 -100]"
"['Цитата' ':' 'Допис' 'від' 'Кара' 'Божа' 'В' 'любому' 'зручному' 'для'
 'тебе' 'місці' 'Сам' 'колись' 'був' 'від' 'такоі' 'перспективи' 'в'
 'мяко' 'кажучи' 'шоці,але' 'така' 'правда' 'життя']","['O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'B-PER' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",18,"[     101  2627584 13664512  2103296 13664456  2103296 13664456  2136064
 13664352  2101760 13664512  3151872  3248640 13664520  2136064  2097472
 13664456  7378944 13664456  2134528 13664352  3180544 13664456  3248640
  7641344 13665128  2134528 13664352  6459904 13665128  3184640  7378944
 13665128  2623488  6461440 13664352  6459904 13665128  2136064  7641344
 13664456  2103296 13664256  2134528 13664256  6459904 13664520  3151872
  2627840 13664520  3151872 13664456  6459904  2097472 13664352  7641088
 13664512  3152128  2134528 13665128  3248640  3248640 13664520  2136064
  2103296 13664456  2097472 13664352 13664520  2101760 13664256  7378944
  3151872  2101760 13664256  2097472  2103296 13664512  3248640 13664512
  3248640  6459904 13664456  2097472 13664352  2097472 13664456  3180544
 13665128  2623488 13664512  3147776 13664352  2627840 13664520 13664456
  7641088 13664256  2103296 13664456  2097472 13664456  2101760  7378944
 13664456  3248640  2136064 13664456  3180544 13664512  2103296  2103552
 13664456      102]","[nan  0.  0.  0.  0.  0.  0.  2.  2.  2.  2.  2.  3.  3.  3.  4.  4.  4.
  4.  5.  5.  5.  5.  6.  7.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.
  8.  8.  9.  9.  9. 10. 10. 10. 10. 11. 11. 11. 11. 11. 12. 12. 12. 13.
 13. 13. 13. 13. 14. 14. 14. 15. 15. 15. 16. 16. 16. 16. 16. 17. 17. 17.
 17. 17. 17. 17. 17. 17. 17. 17. 18. 19. 19. 19. 19. 20. 20. 20. 20. 20.
 20. 21. 21. 21. 21. 21. 21. 21. 22. 22. 22. 22. 23. 23. 23. 23. 23. 23.
 24. 24. 24. 24. 24. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    5    5    5    5    6    6    6    6    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    5
    5    5    5    0    0    0    0    0    5    5    5    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0 -100]"
"['як' 'показала' 'практика' ',' 'це' 'не' 'обов*язково' 'вручну' 'робити'
 '=)']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],19,"[     101  5275904 13664456  2097472  2101760 13664352  2097472 13664456
  3184640 13664456  7641088 13664456  2101760  7378944 13664456  2097472
  2103296 13664512  2097472 13664456  2627584 13664256  6461440 13664256
 13664352  2134528 13664352  3248640 13664456  3184640  2097472 13664352
  3248640 13664352  3248640  7378944 13665128  2623488  6461440 13665128
  7378944 13664352  2134528 13664512  2103296 13664512      102]","[nan  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.
  2.  2.  4.  4.  5.  5.  6.  6.  6.  6.  6.  6.  6.  6.  6.  6.  7.  7.
  7.  7.  7.  7.  8.  8.  8.  8.  8.  8. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0 -100]"
"['Не' 'розумію' ',' 'в' 'чому' 'проблема' '?']",['O' 'O' 'O' 'O' 'O' 'O' 'O'],20,"[     101  6461440 13664256  7378944 13664352  3184640 13665128  6459904
 13664520 13665128  3248640  2623488 13664352  6459904 13665128  2101760
  7378944 13664352  2134528  7641088 13664256  6459904 13664456      102]","[nan  0.  0.  1.  1.  1.  1.  1.  1.  1.  3.  4.  4.  4.  4.  5.  5.  5.
  5.  5.  5.  5.  5. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0 -100]"
['Поставити' 'Nokia' 'PC' 'Suite' 'i' 'iTunes' '?'],['O' 'O' 'O' 'O' 'O' 'O' 'O'],21,"[     101  2101760 13664352  3151872  2103296 13664456  3248640 13664512
  2103296 13664512  6461440 13664360  2097472 13664520 13664392  2101760
  2097408  3151872 13665128 13664520  2103296 13664264 13664520 13664520
  2103296 13665128  6461440 13664264  3151872      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  2.  2.  3.
  3.  3.  3.  3.  4.  5.  5.  5.  5.  5.  5. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0 -100]"
['Гугл' 'вмер' '?'],['O' 'O' 'O'],22,"[     101  7372800 13665128  7372800  7641088  3248640  6459904 13664256
  7378944      102]",[nan  0.  0.  0.  0.  1.  1.  1.  1. nan],[1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    0    0 -100]
['Пожежа' 'на' 'нафтобазі' 'у' 'Василькові' '.'],['O' 'O' 'B-LOC' 'O' 'B-GPE' 'O'],23,"[     101  2101760 13664352  3180544 13664256  3180544 13664456  6461440
 13664456  6461440 13664456  3215872  2103296 13664352  2134528 13664456
  3184896 13664520 13665128  3248640 13664456  3151872 13664512  7641344
  2097472 13664352  3248640 13664520      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  2.  2.  2.  2.  2.  2.  2.  2.  2.
  3.  4.  4.  4.  4.  4.  4.  4.  4.  4. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    1    1    1    1    1
    1    1    1    1    0    3    3    3    3    3    3    3    3    3
 -100]"
['Розповідь' 'рятувальника'],['O' 'B-PER'],24,"[     101  7378944 13664352  3184640  2101760 13664352  3248640 13664520
  2136320  7379200 13664456  2103296 13665128  3248640 13664456  7641344
  6461440 13664512  2097472 13664456      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    5    5    5    5    5
    5    5    5    5    5    5 -100]"
"['Відео' ',' 'де' 'лейтенант' 'ДСНС' 'України' ',' 'який' 'брав'
 'безпосередню' 'участь' 'у' 'гасінні' 'цієї' 'пожежі' ',' 'розказує'
 'реальну' 'ситуацію' '.']","['O' 'O' 'O' 'B-PER' 'I-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']",25,"[     101  3248640 13664520  2136064 13664256 13664352  2136064 13664256
  7641088 13664256  5275904  2103296 13664256  6461440 13664456  6461440
  2103296  2136064  3151872  6461440  3151872 13665128  2097472  7378944
 13664456  5275904 13664520  6461440 13664512  5275904 13664456  2097472
 13664512  5275904  2134528  7378944 13664456  3248640  2134528 13664256
  3184640  2101760 13664352  3151872 13664256  7378944 13664256  2136064
  6461696 13665128 13665128  2623488 13664456  3151872  2103552 13665128
  7372800 13664456  3152128 13664520  6461440  6461696 13664520  2627840
 13664520 13664256  5275904 13664520  2101760 13664352  3180544 13664256
  3180544 13664520  7378944 13664352  3184640  2097472 13664456  3184640
 13665128 13664256  7378944 13664256 13664456  7641344  6461440 13665128
  3151872 13664512  2103296 13665128 13664456  2627840 13664520 13665128
      102]","[nan  0.  0.  0.  0.  0.  2.  2.  3.  3.  3.  3.  3.  3.  3.  3.  3.  4.
  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.  7.  7.  7.  7.  7.  8.  8.
  8.  8.  9.  9.  9.  9.  9.  9.  9.  9.  9.  9.  9.  9. 10. 10. 10. 10.
 10. 11. 12. 12. 12. 12. 12. 12. 12. 13. 13. 13. 13. 13. 14. 14. 14. 14.
 14. 14. 16. 16. 16. 16. 16. 16. 16. 16. 17. 17. 17. 17. 17. 17. 18. 18.
 18. 18. 18. 18. 18. 18. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    5    5    5    5    5    5
    5    5    5    6    6    6    6    6    6    6    6    6    6    6
    6    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0 -100]"
